State,Industry_Type,Year,Industrial_Output_Crore,Employment_Lakh,Investment_Crore,Factories_Count,Pollution_Index,Electricity_Consumption_GWh,Export_Crore
Karnataka,Mining,2016,45017,36.28,nan,1727,23.3,4084,16662
Punjab,Electronics,2022,24435,32.73,2185,3246,89.54,18768,22690
Kerala,Pharmaceutical,2024,19326,31.72,8289,3761,66.03,12425,24099
Telangana,Electronics,2016,49954,18.6,nan,8394,32.35,14026,2903
Uttarakhand,Textile,2017,35803,76.07,4801,3501,38.65,1836,22739
Jharkhand,Pharmaceutical,2019,31591,57.67,2053,6438,,8887,9512
Gujarat,Textile,2022,9647,41.31,12341,9089,65.52,10683,20495
Jharkhand,IT,2024,28270,29.47,5679,3956,15.7,1673,24866
Odisha,Electronics,2018,35662,29.97,6610,336,77.18,10216,16152
Kerala,Automobile,2017,11057,82.97,22673,4119,84.81,12905,5456
Chhattisgarh,,2015,1936,87.76,24749,7968,44.96,4721,
Telangana,Food Processing,2020,43490,96.29,5139,1188,38.54,,1181
Odisha,Automobile,2023,37513,73.42,1167,2047,14.81,11298,13155
Uttarakhand,Electronics,2020,15146,50.68,8652,6831,14.51,5207,22057
West Bengal,Mining,2025,24415,2.44,28464,8879,42.59,7265,5191
Uttarakhand,Steel,2019,46141,32.26,5957,9459,57.47,13383,949
Bihar,Food Processing,2021,13510,24.29,372,4947,16.65,15745,5255
Punjab,Textile,2023,23116,10.59,13994,7701,44.58,11069,2893
Assam,Mining,2017,40070,9.11,17580,5882,81.94,17825,2124
Andhra Pradesh,Chemical,2022,40427,6.37,3448,,89.38,18206,6907
Gujarat,Pharmaceutical,2021,8206,74.12,2928,3093,63.33,1603,9176
Punjab,Chemical,2024,21989,85.51,16263,7500,51.58,11011,4291
Telangana,Mining,2017,824,54.43,18749,5523,50.11,8143,4882
Assam,Energy,,21141,4.61,29737,,36.6,6063,6589
Haryana,Electronics,2018,9253,84.86,27967,5298,67.95,14141,14360
Uttarakhand,Steel,2020,5005,63.66,8621,2999,20.35,15797,3841
Uttarakhand,Automobile,2016,1059,5.18,3412,,39.54,18714,18214
Chhattisgarh,Textile,2023,45538,80.45,16366,3922,71.16,8935,9305
nan,Steel,2020,1418,57.26,14167,7002,85.66,3655,20945
Jharkhand,Automobile,2018,28469,4.52,17183,2660,37.85,16649,8488
nan,Textile,2017,15485,72.07,29255,2789,49.43,1298,12519
nan,Electronics,2020,49051,52.94,21095,5198,31,17729,23997
Punjab,Pharmaceutical,2020,17808,62.11,16412,9776,38.63,2322,13886
Telangana,IT,2018,33166,84.54,27527,6839,35.39,18296,
Tamil Nadu,Mining,2015,35105,24.59,10797,2210,11.07,7654,23876
Maharashtra,Food Processing,2020,6442,61.12,14484,3670,41.35,5397,4260
Gujarat,IT,2024,20941,15.46,nan,4157,80.13,3595,7965
Goa,Automobile,2021,35651,69.85,7745,3719,46.37,2809,15600
Uttar Pradesh,Electronics,2016,34101,64.51,2146,4288,68.91,1941,17269
Odisha ,Mining,2021,32400,34.68,20354,7222,43.42,12881,2135
Rajasthan,Chemical,2024,49010,25.58,4832,2031,47.46,8140,13228
West Bengal,Energy,2021,12753,93.33,21913,5463,50.59,,5152
Chhattisgarh,Steel,2016,22522,90.84,nan,2456,31.9,14099,17215
nan,Chemical,2022,8188,24.48,29096,1644,14.96,15161,24368
West Bengal,Textile,2017,20779,71.44,29309,3530,26.08,8363,13662
Odisha,Textile,2023,21310,75.05,15451,7344,31.7,14191,20327
West Bengal,IT,2024,42495,46.17,11560,4392,13.34,2424,1884
Karnataka,Electronics,2021,20110,65.27,29531,5136,27.59,14775,8592
Telangana,Steel,2019,19179,84.16,2455,6193,44.12,18255,10021
Maharashtra,Energy,2018,40580,80.2,9577,8028,80.76,13297,5688
Maharashtra,IT,2021,,6.41,4905,9654,74.24,14986,3366
Haryana,Pharmaceutical,2020,14148,34.18,19866,5521,82.05,3246,9474
Haryana,Textile,2023,3632,50.99,13938,3845,49.62,8273,20664
Rajasthan,Food Processing,2021,32760,84.27,11346,7451,35.71,19194,1870
Gujarat,,2020,38064,1.77,28144,2679,17.1,14100,7697
Assam,Pharmaceutical,2018,21705,10.68,12884,9786,40.38,19531,3852
Punjab,,2025,28017,80.69,9515,,68.51,4002,1352
Kerala,Steel,2022,43113,34.45,844,9413,58.97,5487,20563
Madhya Pradesh,Automobile,2023,7104,58.94,3854,9757,68.08,5978,5862
Andhra Pradesh,Energy,2023,20507,79.3,27593,8412,15.53,15103,13260
West Bengal,Energy,2024,35757,69.6,3436,2294,,3194,6572
Maharashtra,Mining,2023,21565,67.44,12673,3852,15.93,7984,20799
Gujarat,Automobile,2017,,50.96,11302,6814,40.91,16285,9793
Andhra Pradesh,Food Processing,2021,26321,73.88,29768,8194,27.59,12516,
Bihar,Energy,2023,15775,72.42,12039,9245,70.52,19330,1630
Assam,Steel,2017,6532,55.77,14445,3373,19.31,16083,15357
Assam,Chemical,2020,9314,44.6,13821,9837,62.65,13759,8260
Uttarakhand,Automobile,2015,,66.64,27211,5006,15.05,16897,3690
Rajasthan,Electronics,2021,33532,72.12,nan,3051,38.97,12210,6935
Andhra Pradesh,Textile,2017,12877,11.5,1903,1102,72.72,3107,2371
West Bengal,Chemical,2016,42952,29.21,15559,4396,76.04,6231,23561
Punjab,Steel,2025,16555,70.98,16820,7724,70.74,14164,19443
Uttar Pradesh,Electronics,2019,49655,48.38,26437,9244,85.39,18799,16355
Tamil Nadu,Steel,2015,22465,57.29,19593,3700,,13733,20783
Goa,Chemical,2019,30429,5.43,479,6144,61.54,9527,8756
Uttarakhand,Electronics,2018,3483,36.57,12495,6901,63.18,19461,11482
Tamil Nadu ,Pharmaceutical,2022,47894,22.73,28863,9082,60.21,4931,21317
Goa ,Mining,2017,24214,32.28,22518,8969,26.47,5700,17109
Madhya Pradesh,Steel,2020,8116,15.94,2760,8647,54.1,8448,24328
Jharkhand ,Automobile,2024,14304,7.95,8448,5729,22.15,191,3111
West Bengal,Automobile,,2447,83.84,24860,5466,14.51,15877,8850
Telangana,Pharmaceutical,2020,46409,9.31,28476,97,,11223,21432
Odisha,Pharmaceutical,2020,49277,37.92,3176,4052,36.17,10413,22140
nan,Energy,2016,20407,34.94,24621,3292,27.03,3684,1016
Jharkhand,Pharmaceutical,2024,36685,4.37,2243,1608,91.68,7695,12500
West Bengal,Automobile,,32924,2.09,nan,5984,48.06,8156,771
Gujarat,Steel,2023,48944,39.33,14262,5199,17.55,624,17692
Goa,Electronics,2025,24143,74.53,27519,293,66.39,10998,15316
Goa,Textile,2019,21953,99.84,13606,7499,63.29,6676,15832
West Bengal,Energy,2016,49580,20.1,20020,8842,88.98,15852,7174
Chhattisgarh,Automobile,2021,33879,23.84,6579,2348,44.59,9061,14970
Uttar Pradesh,Textile,2018,31489,59.39,590,4148,67.04,11288,14491
Punjab,Chemical,2015,18244,24,Unknown,4976,21.8,16319,13758
Uttarakhand,Mining,2018,33106,78.96,1539,3290,57.85,12603,18584
Karnataka,Electronics,2015,13158,84.31,17874,7653,58.87,14462,4600
Gujarat,IT,2025,15172,93.33,8478,1009,49.59,2676,17235
West Bengal,Chemical,2021,31586,2.75,12673,1606,54.88,9280,17053
Odisha,Chemical,2021,30059,70.3,25034,5433,84.33,18935,6950
Rajasthan,Food Processing,2022,26812,95.48,21050,5596,20.99,16453,15337
Chhattisgarh,Textile,2020,45273,50.18,19420,2794,75.77,17792,7666
Andhra Pradesh,Pharmaceutical,2021,41133,13.91,19205,2658,63.94,4186,13268
Uttarakhand,Food Processing,2017,48032,30.4,7218,2253,76.96,11733,15488
Uttarakhand,Energy,,36239,29.28,20765,7477,55.67,2306,8525
Goa,Energy,2024,41609,88.53,21778,7466,49.2,6808,24743
Odisha,Automobile,2018,8425,,12231,7813,76.22,19811,1187
Telangana,Steel,2025,20632,1.6,24065,2400,13.35,5347,5561
Madhya Pradesh,Pharmaceutical,2020,46918,23.42,6258,7488,72.47,18870,6442
Kerala,IT,2023,,60.49,4840,6447,82.36,1993,24284
nan,Chemical,2017,30650,38.21,9279,9363,53.98,17961,19665
West Bengal,Electronics,2021,30677,10.57,9689,828,,2110,3617
Andhra Pradesh,Steel,2025,21261,18.72,13195,2932,58.07,7185,2218
Kerala,Food Processing,2018,47886,16.76,15248,3516,31.07,15394,5727
Andhra Pradesh,Mining,2018,23643,22.52,23043,4531,27.74,6712,14734
Telangana,Steel,2023,42562,2.18,11754,7153,59.81,3819,7230
Assam,Automobile,2017,33866,81.9,9820,2601,27.7,7231,7453
Kerala,Food Processing,2018,3090,14.04,12038,2058,42.04,6168,21978
Andhra Pradesh,Automobile,2019,44620,13.3,27314,5530,34.8,12230,17082
Madhya Pradesh ,Pharmaceutical,2017,41808,89.48,8715,5253,77.03,15586,18178
Haryana,Energy,2016,31753,67.67,2863,8042,16.08,9530,13889
Punjab,Electronics,2021,34936,67.67,17698,,58.46,17867,9507
Uttar Pradesh,Automobile,2023,13160,53.84,18342,4082,19.21,14501,14838
Maharashtra,Steel,2021,15317,34.99,1940,4486,90.76,15682,8219
Punjab,Textile,2016,48240,89.36,4073,8751,59.7,3136,5833
Tamil Nadu,Electronics,2023,36671,60.82,nan,963,83.14,867,21137
Uttar Pradesh,Chemical,2023,34710,10.79,11774,9141,89.01,18025,16851
Madhya Pradesh,Steel,2021,27145,68.61,22413,8662,83.12,4370,14611
Haryana,IT,2020,26841,7.12,29079,8795,41.85,13099,18698
Tamil Nadu,IT,2023,28627,35.41,324,233,15.57,14447,14358
Maharashtra,Chemical,2015,38838,73.69,29752,8630,67.58,10271,1299
Telangana,Food Processing,2020,14471,43.33,28285,9410,87.78,16215,18093
Uttarakhand,,2022,26587,,2368,2740,41.25,11352,2574
Madhya Pradesh,Mining,2021,13644,21.71,26935,9778,58.49,19560,18108
Karnataka,Steel,2022,30758,61.64,20583,1862,59.07,7812,21861
Telangana ,Food Processing,2016,25170,50.96,29827,8983,57.19,15715,6154
Telangana,Automobile,2019,36771,21.39,21724,939,69.97,6119,20424
Odisha,Steel,2024,18389,41.87,21447,9634,27.5,4243,1932
Haryana,Automobile,2015,6271,66.94,7630,1603,18.2,9850,17188
Chhattisgarh,Energy,2020,47709,32.84,26527,4777,54.59,6574,2983
Haryana,Mining,2025,37775,32.55,15701,4846,59.39,8249,11189
Tamil Nadu,IT,2019,31682,8.21,11308,742,71.26,7332,10083
Bihar,Steel,2021,33614,45.01,4920,9574,33.45,4604,16780
Madhya Pradesh,IT,2015,35612,95.94,12959,3919,34.14,17212,21147
Madhya Pradesh,Electronics,2022,28189,31.52,9479,5141,12.43,14035,
Goa,Electronics,2020,42232,88.21,21792,1940,81.57,2321,5347
Punjab ,Chemical,2015,26101,4.14,16524,3290,50.01,15472,10630
Uttar Pradesh,IT,2019,3583,94.33,27025,2952,84.32,14224,22630
Goa,Mining,2015,45369,66.92,9662,8866,41.21,2414,2107
Uttarakhand ,Textile,2021,35979,11.31,894,7757,86.98,10013,17808
Odisha ,Electronics,2020,38995,77.72,24266,3091,56.7,1083,11482
Jharkhand,Automobile,2017,21894,33.5,20266,3474,23.08,,8132
Rajasthan,Automobile,2019,23022,41.6,25746,7968,15.46,4097,7272
Andhra Pradesh,Food Processing,2021,38240,89.34,1731,7054,77.79,14543,20852
Odisha,Electronics,2022,48217,18.99,2073,9484,22.05,1549,19468
Andhra Pradesh,Textile,2020,20316,21.03,4059,8056,54.69,10356,13171
Tamil Nadu,Electronics,2024,7828,17.77,29127,5090,43.38,14538,15624
Telangana,Textile,2024,1294,81.63,18568,,67.98,14027,19145
Karnataka,Food Processing,2023,13376,17.55,26322,6614,88.9,2538,15768
Andhra Pradesh,Automobile,2015,31626,22.9,1790,4280,,13821,21652
Punjab,Pharmaceutical,2019,31604,45.79,13466,65,91.02,14821,22748
Maharashtra,Electronics,2020,12388,82.39,28519,1739,94.6,10316,17694
Gujarat,Chemical,2019,18273,63.93,12633,4123,77.84,2994,13007
Tamil Nadu,Mining,2018,5400,5.35,20568,9514,,9431,20282
Maharashtra,Steel,2018,17153,42.56,22242,5221,92.83,4879,14072
Andhra Pradesh,IT,2024,5537,57.31,24138,7111,66.6,6269,17283
Karnataka,Chemical,2022,3011,83.87,26036,631,79.49,17720,5774
Haryana,Automobile,2019,26350,82.4,1512,5542,22.11,14628,8255
Karnataka,Steel,2017,49695,96.13,14698,4405,68.27,985,15587
Madhya Pradesh,Automobile,2015,10268,34.68,927,1352,94.58,1157,
West Bengal ,Mining,2021,43944,13.09,29541,8936,76.27,16906,12400
Haryana,IT,2019,12516,27.5,3550,1692,27.86,3435,4516
Uttarakhand,Electronics,2024,27015,93.05,28242,9653,22.33,16077,3972
Jharkhand,Energy,2022,3907,,7298,7833,73.27,7544,17655
Punjab,Steel,2018,13130,98.03,21132,4278,44.65,17547,4950
Uttar Pradesh,Steel,2015,30689,33.65,19766,,13.21,19580,20593
Telangana,Energy,2022,5606,11.3,11602,7554,25.62,10285,16373
Rajasthan ,,2023,30556,39.02,10603,2823,45.21,4098,13942
Goa,Mining,2023,32947,56.18,3978,5861,55.84,,3192
Rajasthan,IT,2018,4686,93.38,9708,9447,18.12,4059,1498
Karnataka,Energy,,7844,42.67,15702,6441,33.74,11522,723
Gujarat ,Steel,2023,11148,19.29,22168,7378,15.91,6986,3821
Andhra Pradesh,,2018,45537,88.76,11165,6774,68.89,4085,1163
Tamil Nadu,Food Processing,,20654,34.6,16664,8737,37.21,5247,11712
Goa,Chemical,,18312,2,nan,509,18.32,12587,3538
Kerala,Food Processing,2023,8748,55.79,2246,8148,63,1615,20409
Chhattisgarh,Mining,2015,33875,50.64,27158,4611,11.61,1607,17924
Odisha,Electronics,2022,33492,59.21,3219,9122,30.12,7196,5224
Punjab,Electronics,2024,26995,76.85,7496,9534,44.86,1765,11376
Goa,IT,2018,32974,69.45,24866,7574,27.97,10653,18814
Jharkhand,Automobile,2022,20863,74.65,126,4420,29.24,3046,21658
Uttarakhand,Automobile,2025,1102,56.55,17776,1224,32.35,6174,1276
Jharkhand,Pharmaceutical,2018,13520,60.99,26357,8973,46.91,17233,21377
Rajasthan,IT,2021,34271,50.59,17282,5723,60.83,371,12144
Assam,Steel,2023,31794,50.02,26805,3668,27.23,14626,17166
Chhattisgarh ,Pharmaceutical,2015,21818,6.48,14017,4284,19.48,1379,10622
Rajasthan,Chemical,2016,3445,98.43,24877,5832,31.34,11981,19847
Madhya Pradesh,Textile,2020,33666,6.33,13111,3062,25.67,15283,19429
Karnataka,Pharmaceutical,2023,15685,62.01,5001,6936,66.06,5658,3135
Maharashtra ,Food Processing,2016,35034,10.05,9162,5024,,5720,4830
West Bengal,Pharmaceutical,2019,23091,65.47,6810,8014,79,298,10192
Assam,Electronics,2019,29730,97.56,4869,2265,18.07,13660,2947
Karnataka,Food Processing,2015,48835,94.87,20814,78,90.51,9010,22514
Maharashtra,IT,2024,19905,,17629,5572,26.07,1170,16542
Rajasthan,Energy,2019,47765,30.14,13597,3106,17.11,18796,650
Maharashtra,Textile,2020,34952,13.59,25901,,89.83,18255,17791
Haryana,IT,2025,1917,81.35,852,4573,37,365,12220
Chhattisgarh,Energy,2024,9048,50.17,11750,4788,17.13,9316,6128
Punjab,Mining,2022,17565,75.9,Unknown,5967,72.83,8427,20346
Jharkhand,Pharmaceutical,2022,40733,75.71,14944,4749,86.56,7556,1566
Bihar,Mining,2021,17365,70.22,5718,3228,14.88,16728,9382
Tamil Nadu,Mining,2022,39813,2.67,7753,7492,13.75,12875,21437
Chhattisgarh ,Chemical,2021,25667,18.55,20882,8741,50.33,10930,8868
Uttar Pradesh,IT,2025,45297,82.43,21598,4796,31.87,17543,10548
Gujarat,Textile,2023,36636,89.79,25171,3043,61.34,3866,22336
West Bengal,Automobile,2023,14525,80.23,18375,8742,83.16,6367,6152
Uttar Pradesh,Steel,2023,3512,52.49,10931,5093,73.33,15025,11263
Uttar Pradesh,Food Processing,2015,3444,50.86,9897,2450,28.65,5279,15056
Tamil Nadu,Pharmaceutical,2019,16008,26.57,3519,4275,22.94,2527,2588
Andhra Pradesh,IT,2017,34714,60.37,21246,4799,28.24,3398,20738
Punjab,Steel,2025,23878,81.95,9864,6766,,12462,1377
Gujarat,,2023,8154,74.97,19425,541,83.1,13030,6481
Odisha,Energy,2017,5886,85.37,13320,6478,69.11,10816,9952
Goa,IT,2024,28200,95.37,3753,1935,78.98,15684,66
Telangana,Textile,2022,11419,11.38,2491,7242,72.19,5079,6684
Karnataka,Energy,2016,49975,55.88,8710,4561,51.63,5220,16947
Telangana,Food Processing,2017,5404,17.8,19597,7679,79.76,15790,16347
Assam,Chemical,2020,31437,25.63,24797,2549,36.87,14561,502
Assam,Steel,2023,38522,,28009,2071,40.36,2629,15036
Assam,IT,2016,27809,53.63,29700,4937,17.58,9209,23166
Jharkhand,IT,2019,48488,93.08,21992,1429,86.11,3538,3698
Rajasthan,Mining,2022,26184,12.55,4650,3865,38.07,10292,12044
Goa,Electronics,2018,18573,99.12,8208,3547,57.47,15941,412
Karnataka ,Chemical,2023,28773,39.57,14163,1997,20.93,5107,13646
Gujarat,Chemical,2019,5270,1.19,330,7609,10.29,6006,24988
Uttarakhand,IT,2025,35912,50.7,11576,1892,71.17,15785,11483
Madhya Pradesh,Automobile,2019,36837,27.46,20686,7960,38.63,16242,3271
Jharkhand,Food Processing,2016,16805,93.61,26066,6953,26.01,1758,9273
Punjab,Textile,2018,17928,56.59,9676,7521,91.66,10829,10507
Andhra Pradesh,Steel,2022,35784,11.13,21961,2374,88.18,1459,4860
Madhya Pradesh,Pharmaceutical,,22399,33.34,nan,8174,76.85,7375,3125
Karnataka,Textile,2019,27423,73.51,5382,1858,13.62,4123,14901
Goa,Steel,2024,5177,8.23,26153,382,69.16,766,5292
Bihar,Pharmaceutical,2024,44183,79.7,23769,7363,88.5,12300,20350
Andhra Pradesh,Food Processing,2017,,91.17,23588,1500,16.21,14782,14191
Tamil Nadu,Electronics,2025,20839,35.5,733,8985,36.61,10148,6585
Madhya Pradesh,Chemical,2024,44782,19.92,2745,5345,50,460,15380
Maharashtra,Textile,2021,32578,67.35,8094,2879,71.76,13627,6238
Chhattisgarh,Chemical,2016,28194,1.77,8050,5589,56.2,13613,2980
Maharashtra,Food Processing,2017,11999,21.15,25739,2841,62.14,6956,15986
Andhra Pradesh,,2015,4148,63.64,22840,9258,40.9,19061,11603
Assam,Steel,2018,6997,20.35,5464,7761,62.99,6724,13003
Assam,Chemical,2020,31066,88.14,20038,8487,17.3,6510,14857
Jharkhand,Textile,2019,7570,49.74,8122,7902,94.65,17393,2534
Assam,Automobile,2016,41385,91.63,27333,8776,65.42,15611,24574
Uttar Pradesh,IT,2022,24736,9.64,19381,4445,58.74,14144,8032
Assam,Pharmaceutical,2019,10344,53.12,nan,1982,85.4,8419,5226
Chhattisgarh,Pharmaceutical,2016,24807,47.68,15963,5354,57.35,10789,8379
Punjab,Textile,2020,8822,92.84,19774,8103,62.69,2649,19586
Gujarat,Energy,2016,43888,2.24,19714,6667,59.56,6326,16215
Kerala,IT,2023,9156,58.85,25729,2489,26.21,3803,2587
Kerala,IT,2017,3880,96.94,9787,6690,77.32,14667,5636
Gujarat,IT,2023,3354,85.85,4071,4985,,10538,
Karnataka,Automobile,2019,32474,21.25,8970,,89.27,4988,22740
Odisha,Energy,2015,20902,61.53,990,9801,79.3,14948,15568
Andhra Pradesh,Steel,2022,44073,94.1,19852,7276,49.26,18134,11973
Odisha,Textile,,42224,31.04,22959,3098,20.9,11179,2164
Karnataka,Energy,2024,30475,49.23,22697,4921,64.68,4600,3466
West Bengal,,2023,25414,77.2,14562,7661,20.01,8356,21003
Karnataka,Energy,2015,41463,99.4,15572,1492,94.78,1797,7910
Chhattisgarh,IT,2016,8739,95.64,3774,2234,54.28,6035,2299
Karnataka,Textile,2017,44114,27.53,23259,5273,,7837,5582
Jharkhand,Steel,2022,2666,99.73,29923,3600,90.81,2192,16929
West Bengal,Electronics,2016,10263,80.72,13009,3217,47.43,14741,24275
Maharashtra,Chemical,,47753,6.81,24404,1069,56.98,18708,9362
nan,Electronics,2019,27022,45.17,12463,3894,74.38,516,8647
Madhya Pradesh ,IT,2021,30579,93.5,6253,8546,24.26,11417,11966
Chhattisgarh,,2015,21356,49.93,10684,6020,63.06,14165,14590
Uttar Pradesh ,Pharmaceutical,2024,28866,11.22,15202,1883,77.4,3920,9862
Uttar Pradesh,Textile,2016,46501,97.58,12523,9460,71.62,10877,16756
Bihar ,Textile,2024,581,79.87,14728,5646,59.29,14488,18407
Karnataka,Food Processing,2019,18332,38.96,9486,1123,,18675,3871
Uttar Pradesh,IT,2022,6109,51.59,nan,7902,67.68,2482,21916
Madhya Pradesh,Electronics,2017,31082,54.58,21352,6142,53.66,15896,5563
Bihar ,Mining,2024,47232,24.99,2423,5859,67.04,439,10766
Goa,Steel,2021,29632,55.44,13524,749,69.88,6549,10164
Madhya Pradesh,Steel,2015,49593,88.95,16269,640,84.91,8653,17269
Telangana,Textile,2017,48737,84.41,6833,,77.24,19707,13758
Tamil Nadu,Food Processing,2025,19555,63.51,16734,3392,72.51,15627,5589
Madhya Pradesh,Energy,2015,49474,38.75,9175,7374,94.69,10194,23269
Andhra Pradesh,Food Processing,2016,8413,95.05,28530,2961,21.64,,23881
Andhra Pradesh,Textile,2019,17573,17.39,25706,634,40.29,16971,24330
Rajasthan,Pharmaceutical,2024,2795,9.71,2813,5722,87.53,8296,6236
Gujarat,Electronics,2021,19086,90.34,6425,,63.99,5859,5984
Telangana,Textile,2017,42679,60.47,12737,9686,34.23,279,22048
Punjab,Pharmaceutical,2015,25809,,10284,3012,59.75,2141,15965
Assam,Automobile,2017,30597,67.08,27712,1969,89.37,15978,18906
Chhattisgarh,Chemical,,9801,91.69,9762,4395,81.03,111,20795
Goa,Automobile,2015,9911,6.84,13811,4821,24.55,5461,3291
Madhya Pradesh,Pharmaceutical,2019,11143,77.8,23378,2352,62.95,13888,2692
Kerala,Steel,2017,45985,9.45,29921,6746,91.6,,10572
nan,Pharmaceutical,2025,31480,22.77,14989,1056,77.96,12022,15643
Punjab,Energy,2016,34546,48.56,4739,2181,91.23,4124,12603
Rajasthan,Automobile,2022,4923,28.97,10176,9241,90.71,9808,22485
Uttar Pradesh,Food Processing,,49421,1.65,28085,,86.83,,6338
Odisha,Chemical,2017,26411,80.25,8710,3084,55.61,12553,816
Andhra Pradesh,Chemical,2022,3257,27.88,24778,1563,33.73,15760,4987
Madhya Pradesh,Pharmaceutical,2019,10964,99.84,15454,9130,88.71,1415,7116
Odisha,Steel,2023,29186,83.28,29272,5629,62.09,10038,5808
Uttarakhand,Mining,2020,47103,36.57,20097,4125,75.78,418,4179
Gujarat,Chemical,2017,9468,95.91,4825,5958,34.61,4541,7321
Bihar,Textile,2025,42247,25.93,5972,8517,55.07,679,2072
Kerala,Steel,2020,,20.03,27065,8946,90.16,12736,16042
Punjab,IT,2016,5748,78.55,22073,6808,28.73,13418,5006
Rajasthan,IT,2015,17725,68.64,16494,7539,44.03,17481,18215
Uttar Pradesh,Automobile,2023,42903,43.22,7038,6689,74.64,3934,12688
Punjab,Automobile,2017,13960,38.75,28978,1301,71.35,8409,17903
Gujarat,Automobile,2018,3749,5.52,1012,5059,70.73,17509,16579
Telangana,Pharmaceutical,2025,40479,12.33,27503,6298,13.24,1947,4716
Jharkhand,Energy,2021,42791,54.86,17860,1374,72.21,5776,
Chhattisgarh,Food Processing,2018,15050,74.74,11971,3859,19.79,17466,18681
Uttarakhand,Automobile,2017,20594,7.33,23836,800,74.14,,19737
Haryana,Mining,2019,10786,65.03,15540,1570,48.06,12249,
Haryana,Mining,2021,47307,5.32,17286,7268,62.02,1945,14054
Andhra Pradesh,Food Processing,2021,17770,8.4,26374,8822,22.15,3964,14032
West Bengal,IT,2021,32568,67.46,27218,6377,23.08,1712,20958
Haryana,Pharmaceutical,2025,49596,50.06,20911,9020,77.91,16939,4921
Bihar,Chemical,2015,14836,55.94,25482,8480,43.47,15197,396
Haryana,Food Processing,2019,4792,85.21,2482,8860,24.99,12190,14948
Punjab,Textile,2022,20405,61.95,9518,7672,36.2,7817,3263
Bihar,IT,2022,35190,92.62,3835,1179,65.43,1957,16688
Tamil Nadu ,Steel,2021,28808,37.95,29716,6252,17.84,9590,12715
Odisha,Chemical,2019,18845,95.52,15720,3391,84.13,9217,1554
Tamil Nadu ,Electronics,2019,42401,17.95,19271,491,90.51,16769,5616
Bihar,Electronics,2022,9244,88.74,2880,6346,28.84,4979,13088
Madhya Pradesh,Energy,2023,1129,58.53,27244,7190,15.46,8464,19290
Gujarat,IT,2018,30316,9.64,785,8001,61.7,1149,22702
Bihar,Food Processing,2023,1488,73.47,8667,4829,78,3526,23700
